Date,Close,Volume,Open,High,Low
02-01-24,248.42,104654200,250.08,251.25,244.41
03-01-24,238.45,121082600,244.98,245.68,236.32
04-01-24,237.93,102629300,239.25,242.7,237.73
05-01-24,237.49,92488940,236.86,240.12,234.9
08-01-24,240.45,85166580,236.14,241.25,235.3
09-01-24,234.96,96705660,238.11,238.96,232.04
10-01-24,233.94,91628500,235.1,235.5,231.29
11-01-24,227.22,105873600,230.57,230.93,225.37
12-01-24,218.89,123043800,220.08,225.34,217.15
16-01-24,219.91,115355000,215.1,223.49,212.18
17-01-24,215.55,103164400,214.86,215.67,212.01
18-01-24,211.88,108595400,216.88,217.45,208.74
19-01-24,212.19,102260300,209.99,213.19,207.56
22-01-24,208.8,117952500,212.26,217.8,206.27
23-01-24,209.14,106605900,211.3,215.65,207.75
24-01-24,207.83,123369900,211.88,212.73,206.77
25-01-24,182.63,198076800,189.7,193,180.06
26-01-24,183.25,107343200,185.5,186.78,182.1
29-01-24,190.93,125013100,185.63,191.48,183.67
30-01-24,191.59,109982300,195.33,196.36,190.61
31-01-24,187.29,103221400,187,193.97,185.85
01-02-24,188.86,91843280,188.5,189.88,184.28
02-02-24,187.91,110612700,185.04,188.69,182
05-02-24,181.06,134294400,184.26,184.68,175.01
06-02-24,185.1,122676000,177.21,186.49,177.11
07-02-24,187.58,111535200,188.18,189.79,182.68
08-02-24,189.56,83034040,189,191.62,185.58
09-02-24,193.57,84476350,190.18,194.12,189.48
12-02-24,188.13,95498600,192.11,194.73,187.28
13-02-24,184.02,86759480,183.99,187.26,182.11
14-02-24,188.71,81202990,185.3,188.89,183.35
15-02-24,200.45,120831800,189.16,200.88,188.86
16-02-24,199.95,111346700,202.06,203.17,197.4
20-02-24,193.76,104545800,196.13,198.6,189.13
21-02-24,194.77,103844000,193.36,199.44,191.95
22-02-24,197.41,92739460,194,198.32,191.36
23-02-24,191.97,78841920,195.31,197.57,191.5
26-02-24,199.4,111747100,192.29,201.78,192
27-02-24,199.73,108645400,204.04,205.6,198.26
28-02-24,202.04,99806170,200.42,205.3,198.44
29-02-24,201.88,85906970,204.18,205.28,198.45
01-03-24,202.64,82243120,200.52,204.52,198.5
04-03-24,188.14,134334900,198.73,199.75,186.72
05-03-24,180.74,119660800,183.05,184.59,177.57
06-03-24,176.54,107920900,179.99,181.58,173.7
07-03-24,178.65,102129000,174.35,180.04,173.7
08-03-24,175.34,85544640,181.5,182.73,174.7
11-03-24,177.77,85391530,175.45,182.87,174.8
12-03-24,177.54,87391680,177.77,179.43,172.41
13-03-24,169.48,106524500,173.05,176.05,169.15
14-03-24,162.5,126325700,167.77,171.17,160.51
15-03-24,163.57,97146830,163.16,165.18,160.76
18-03-24,173.8,108214400,170.02,174.72,165.9
19-03-24,171.32,77271430,172.36,172.82,167.42
20-03-24,175.66,83846730,173,176.25,170.82
21-03-24,172.82,73178010,176.39,178.18,171.8
22-03-24,170.83,75580640,166.69,171.2,166.3
25-03-24,172.63,74228620,168.76,175.24,168.73
26-03-24,177.67,113186200,178.58,184.25,177.38
27-03-24,179.83,81804040,181.41,181.91,176
28-03-24,175.79,77654840,177.45,179.57,175.3
01-04-24,175.22,81562130,176.17,176.75,170.21
02-04-24,166.63,116650600,164.75,167.69,163.43
03-04-24,168.38,82950140,164.02,168.82,163.28
04-04-24,171.11,123162000,170.07,177.19,168.01
05-04-24,164.9,143157600,169.08,170.86,160.51
08-04-24,172.98,104423300,169.34,174.5,167.79
09-04-24,176.88,103232700,172.91,179.22,171.92
10-04-24,171.76,84532410,173.04,174.93,170.01
11-04-24,174.6,94515990,172.55,175.88,168.51
12-04-24,171.05,64722670,172.34,173.81,170.36
15-04-24,161.48,100245300,170.24,170.69,161.38
16-04-24,157.11,96999960,156.74,158.19,153.75
17-04-24,155.45,82439720,157.64,158.33,153.78
18-04-24,149.93,96098830,151.25,152.2,148.7
19-04-24,147.05,87074500,148.97,150.94,146.22
22-04-24,142.05,107097600,140.56,144.44,138.8
23-04-24,144.68,124545100,143.33,147.26,141.11
24-04-24,162.13,181178000,162.84,167.97,157.51
25-04-24,170.18,126427500,158.96,170.88,158.36
26-04-24,168.29,109815700,168.85,172.12,166.37
29-04-24,194.05,243869700,188.42,198.87,184.54
30-04-24,183.28,127031800,186.98,190.95,182.84
01-05-24,179.99,92829720,182,185.86,179.01
02-05-24,180.01,89148040,182.86,184.6,176.02
03-05-24,181.19,75491540,182.1,184.78,178.42
06-05-24,184.76,84390250,183.8,187.56,182.2
07-05-24,177.81,75045850,182.4,183.26,177.4
08-05-24,174.72,79969490,171.59,176.06,170.15
09-05-24,171.97,65950290,175.01,175.62,171.37
10-05-24,168.47,72627180,173.05,173.06,167.75
13-05-24,171.89,67018900,170,175.4,169
14-05-24,177.55,86407420,174.5,179.49,174.07
15-05-24,173.99,79662990,179.9,180,173.11
16-05-24,174.84,59812220,174.1,175.79,171.43
17-05-24,177.46,77445850,173.55,179.63,172.75
20-05-24,174.95,61727430,177.56,177.75,173.52
21-05-24,186.6,115266500,175.51,186.88,174.71
22-05-24,180.11,88313480,182.85,183.8,178.12
23-05-24,173.74,71975500,181.8,181.9,173.26
24-05-24,179.24,65584480,174.84,180.08,173.73
28-05-24,176.75,59736620,176.4,178.25,173.16
29-05-24,176.19,54782650,174.19,178.15,173.93
30-05-24,178.79,77784760,178.58,182.67,175.38
31-05-24,178.08,67314600,178.5,180.32,173.82
03-06-24,176.29,68568920,178.13,182.64,174.49
04-06-24,174.77,60056340,174.78,177.76,174
05-06-24,175,57953760,175.35,176.15,172.13
06-06-24,177.94,69887020,174.6,179.73,172.73
07-06-24,177.48,56244930,176.13,179.35,175.58
10-06-24,173.79,50869680,176.06,178.57,173.17
11-06-24,170.66,64761930,173.92,174.75,167.41
12-06-24,177.29,90389450,171.12,180.55,169.8
13-06-24,182.47,118984100,188.39,191.08,181.23
14-06-24,178.01,82038190,185.8,186,176.92
17-06-24,187.44,109786100,177.92,188.81,177
18-06-24,184.86,68982270,186.56,187.2,182.37
20-06-24,181.57,55893140,184.68,185.21,179.66
21-06-24,183.01,63029480,182.3,183.95,180.69
24-06-24,182.58,61992070,184.97,188.8,182.55
25-06-24,187.35,63678270,184.4,187.97,182.01
26-06-24,196.37,95737070,186.54,197.76,186.36
27-06-24,197.42,72746520,195.17,198.72,194.05
28-06-24,197.88,95438070,199.55,203.2,195.26
01-07-24,209.86,135691400,201.02,213.23,200.85
02-07-24,231.26,205047900,218.89,231.3,218.06
03-07-24,246.39,166561500,234.56,248.35,234.25
05-07-24,251.52,154501200,249.81,252.37,242.46
08-07-24,252.94,157219600,247.71,259.44,244.57
09-07-24,262.33,160742500,251,265.61,250.3
10-07-24,263.26,128519400,262.8,267.59,257.86
11-07-24,241.03,221707300,263.3,271,239.65
12-07-24,248.23,155955800,235.8,251.84,233.09
15-07-24,252.64,146912900,255.97,265.6,251.73
16-07-24,256.56,126332500,255.31,258.62,245.8
17-07-24,248.5,115584800,252.73,258.47,246.18
18-07-24,249.23,110869000,251.09,257.14,247.2
19-07-24,239.2,87403900,247.79,249.44,236.83
22-07-24,251.51,101225400,244.21,253.21,243.75
23-07-24,246.38,111928200,253.6,255.76,245.63
24-07-24,215.99,167942900,225.42,225.99,214.71
25-07-24,220.25,100636500,216.8,226,216.23
26-07-24,219.8,94604150,221.19,222.28,215.33
29-07-24,232.1,129201800,224.9,234.27,224.7
30-07-24,222.62,100560300,232.25,232.41,220
31-07-24,232.07,67497010,227.9,234.68,226.79
01-08-24,216.86,83861900,227.69,231.87,214.33
02-08-24,207.67,82880120,214.88,216.13,205.78
05-08-24,198.88,100308800,185.22,203.88,182
06-08-24,200.64,73783940,200.75,202.9,192.67
07-08-24,191.76,71159780,200.77,203.49,191.48
08-08-24,198.84,65033870,195.7,200.7,192.04
09-08-24,200,58648270,197.05,200.88,195.11
12-08-24,197.49,64044900,199.02,199.26,194.67
13-08-24,207.83,76247390,198.47,208.49,197.06
14-08-24,201.38,70250010,207.39,208.44,198.75
15-08-24,214.14,89848530,205.02,215.88,204.82
16-08-24,216.12,88765120,211.15,219.8,210.8
19-08-24,222.72,76435220,217.07,222.98,214.09
20-08-24,221.1,74001180,224.88,228.22,219.56
21-08-24,223.27,70145960,222.67,224.66,218.86
22-08-24,210.66,79514480,223.82,224.8,210.32
23-08-24,220.32,81525210,214.46,221.48,214.21
26-08-24,213.21,59301190,218.75,219.09,211.01
27-08-24,209.21,62821390,213.25,215.66,206.94
28-08-24,205.75,64116350,209.72,211.84,202.59
29-08-24,206.28,62308820,209.8,214.89,205.97
30-08-24,214.11,63370610,208.63,214.57,207.03
03-09-24,210.6,76714220,215.26,219.9,209.64
04-09-24,219.41,80651770,210.59,222.22,210.57
05-09-24,230.17,119355000,223.49,235,222.25
06-09-24,210.73,112177000,232.6,233.6,210.51
09-09-24,216.27,67443520,216.2,219.87,213.67
10-09-24,226.17,78891140,220.07,226.4,218.64
11-09-24,228.13,83548630,224.55,228.47,216.8
12-09-24,229.81,72020040,224.66,231.45,223.83
13-09-24,230.29,59515110,228,232.67,226.32
16-09-24,226.78,54323000,229.3,229.96,223.53
17-09-24,227.87,66761640,229.45,234.57,226.55
18-09-24,227.2,78010200,230.09,235.68,226.88
19-09-24,243.92,102694600,234,244.24,232.13
20-09-24,238.25,99879070,241.52,243.99,235.92
23-09-24,250,86927190,242.61,250,241.92
24-09-24,254.27,88491000,254.08,257.19,249.05
25-09-24,257.02,65034320,252.54,257.05,252.28
26-09-24,254.22,67142190,260.6,261.75,251.53
27-09-24,260.46,70988070,257.38,260.7,254.12
30-09-24,261.63,80873380,259.04,264.86,255.77
01-10-24,258.02,87397610,262.67,263.98,248.53
02-10-24,249.02,93983930,247.55,251.16,241.5
03-10-24,240.66,80729240,244.48,249.79,237.81
